"","trainpred.rf","trainpred.gbm","trainpred.el1","trainpred.el2"
"12752","D","D","D","D"
"12753","D","D","D","D"
"12754","D","D","D","D"
"12755","D","D","D","D"
"12756","D","D","D","D"
"12757","D","D","D","D"
"12758","D","D","D","D"
"12759","D","D","D","D"
"12760","D","D","D","D"
"12761","D","D","D","C"
"12762","D","D","D","D"
"12763","D","D","D","D"
"12764","D","D","D","D"
"12765","D","D","D","D"
"12766","D","D","D","D"
"12767","D","D","D","D"
"12768","D","D","D","D"
"12769","D","D","B","B"
"12770","D","D","D","D"
"12771","D","D","D","D"
"12772","D","D","D","D"
"12773","D","D","D","E"
"12774","D","D","E","E"
"12775","D","D","E","E"
"12776","D","D","E","E"
"12777","D","A","E","A"
"12778","D","D","E","E"
"12779","D","D","A","A"
"12780","D","D","A","A"
"12781","D","D","D","D"
"12782","D","D","D","D"
"12783","D","D","D","D"
"12784","D","D","D","D"
"12785","D","D","D","D"
"12786","D","D","D","D"
"12787","D","D","D","D"
"12788","D","D","D","D"
"12789","D","D","D","D"
"12790","D","D","D","D"
"12791","D","D","D","D"
"12792","D","D","D","D"
"12793","D","D","D","D"
"12794","D","D","D","D"
"12795","D","D","D","D"
"12796","D","D","D","D"
"12797","D","D","D","D"
"12798","D","D","D","D"
"12799","D","D","D","D"
"12800","D","D","D","D"
"12801","D","D","D","D"
"12802","D","D","D","D"
"12803","D","D","D","D"
"12804","D","D","D","D"
"12805","D","D","D","D"
"12806","D","D","D","D"
"12807","D","D","D","D"
"12808","D","D","D","D"
"12809","D","D","D","D"
"12810","D","D","D","D"
"12811","D","D","D","D"
"12812","D","D","D","D"
"12813","D","D","D","D"
"12814","E","E","E","E"
"12815","E","E","E","E"
"12816","E","E","E","E"
"12817","E","E","E","E"
"12818","E","E","E","E"
"12819","E","E","E","E"
"12820","E","E","D","D"
"12821","E","E","E","E"
"12822","E","E","E","E"
"12823","E","E","E","E"
"12824","E","E","E","E"
"12825","E","E","E","E"
"12826","E","E","E","E"
"12827","E","E","E","E"
"12828","E","E","D","E"
"12829","E","E","E","E"
"12830","E","E","E","E"
"12831","E","E","E","E"
"12832","E","E","E","E"
"12833","E","E","D","E"
"12834","E","E","D","D"
"12835","E","E","D","D"
"12836","E","E","E","D"
"12837","E","E","D","D"
"12838","E","E","E","E"
"12839","E","E","E","E"
"12840","E","E","E","E"
"12841","E","E","E","E"
"12842","E","E","E","E"
"12843","E","E","E","E"
"12844","E","E","E","E"
"12845","E","E","E","E"
"12846","E","E","C","C"
"12847","E","E","C","C"
"12848","E","E","C","C"
"12849","E","E","E","E"
"12850","E","E","E","E"
"12851","E","E","E","E"
"12852","E","E","B","B"
"12853","E","E","B","B"
"12854","E","E","B","B"
"12855","E","E","B","B"
"12856","E","E","B","B"
"12857","E","E","E","E"
"12858","E","E","B","B"
"12859","E","E","B","B"
"12860","E","E","B","B"
"12861","E","E","B","B"
"12862","E","E","B","B"
"12863","E","E","E","E"
"12864","E","E","E","E"
"12865","E","E","B","E"
"12866","E","E","E","E"
"12867","E","E","E","E"
"12868","E","E","E","E"
"12869","E","E","E","E"
"12870","E","E","E","E"
"12871","E","E","E","E"
"12872","E","E","E","E"
"12873","E","E","E","E"
"12874","E","E","E","E"
"12875","E","E","E","E"
"12876","E","E","E","E"
"12877","E","E","E","E"
"12878","E","E","E","E"
"12879","E","E","E","E"
"12880","E","E","E","E"
"12881","E","E","E","E"
"12882","E","E","E","E"
"12883","E","E","E","E"
"12884","E","E","E","E"
"12885","E","E","E","E"
"12886","E","E","E","E"
"12887","E","E","E","E"
"12888","E","E","E","E"
"12889","E","E","E","E"
"12890","E","E","E","E"
"12891","E","E","E","E"
"12892","E","E","E","E"
"12893","E","E","E","E"
"12894","E","E","E","C"
"12895","E","E","E","C"
"12896","E","E","C","C"
"12897","E","E","C","C"
"12898","E","E","C","C"
"12899","E","E","C","C"
"12900","E","E","E","E"
"12901","E","E","E","E"
"12902","E","E","E","E"
"12903","E","E","E","E"
"12904","E","E","E","E"
"12905","E","E","E","E"
"12906","E","E","B","B"
"12907","E","E","E","E"
"12908","E","E","B","B"
"12909","E","E","B","B"
"12910","E","E","B","B"
"12911","E","E","B","B"
"12912","E","E","B","B"
"12913","E","E","E","E"
"12914","E","E","E","E"
"12915","E","E","E","E"
"12916","E","E","E","E"
"12917","E","E","E","E"
"12918","E","E","E","E"
"12919","E","E","E","E"
"12920","E","E","B","B"
"12921","E","E","E","B"
"12922","E","E","E","B"
"12923","E","E","E","B"
"12924","E","E","E","B"
"12925","E","E","E","B"
"12926","E","E","B","B"
"12927","E","E","B","B"
"12928","E","E","E","E"
"12929","E","E","E","E"
"12930","E","E","E","E"
"12931","E","E","E","E"
"12932","E","E","E","E"
"12933","E","E","E","E"
"12934","E","E","E","E"
"12935","E","E","C","E"
"12936","E","E","E","E"
"12937","E","E","E","E"
"12938","E","E","E","E"
"12939","E","E","E","E"
"12940","E","E","E","E"
"12941","E","E","E","E"
"12942","E","E","E","E"
"12943","E","E","E","E"
"12944","E","E","E","E"
"12945","E","E","E","E"
"12946","E","E","E","E"
"12947","E","E","E","E"
"12948","E","E","E","E"
"12949","E","E","E","E"
"12950","E","E","E","E"
"12951","E","E","E","E"
"12952","E","E","E","E"
"12953","E","E","E","E"
"12954","E","E","D","D"
"12955","E","E","E","E"
"12956","E","E","E","E"
"12957","E","E","E","E"
"12958","E","E","E","E"
"12959","E","E","E","E"
"12960","E","E","E","E"
"12961","E","E","E","E"
"12962","E","E","E","E"
"12963","E","E","E","E"
"12964","E","E","E","E"
"12965","E","E","E","E"
"12966","E","E","E","E"
"12967","E","E","E","E"
"12968","E","E","E","E"
"12969","E","E","E","E"
"12970","E","E","E","E"
"12971","E","E","D","D"
"12972","E","E","D","D"
"12973","E","E","D","D"
"12974","E","E","D","D"
"12975","E","E","D","D"
"12976","E","E","D","D"
"12977","E","E","D","D"
"12978","E","E","D","D"
"12979","E","E","D","D"
"12980","E","E","E","E"
"12981","E","E","E","D"
"12982","E","E","E","E"
"12983","E","E","E","E"
"12984","E","E","E","E"
"12985","E","E","E","E"
"12986","E","E","E","E"
"12987","E","E","E","E"
"12988","E","E","E","E"
"12989","E","E","E","E"
"12990","E","E","E","E"
"12991","E","E","E","E"
"12992","E","E","E","E"
"12993","E","E","E","E"
"12994","E","E","E","E"
"12995","E","E","E","E"
"12996","E","E","E","E"
"12997","E","E","E","E"
"12998","E","E","E","E"
"12999","E","E","E","B"
"13000","E","E","E","E"
"13001","E","E","E","E"
"13002","E","E","E","E"
"13003","E","E","B","B"
"13004","E","E","E","E"
"13005","E","E","B","B"
"13006","E","E","B","B"
"13007","E","E","B","B"
"13008","E","E","B","B"
"13009","E","E","B","B"
"13010","E","E","B","B"
"13011","E","E","B","B"
"13012","E","E","B","E"
"13013","E","D","B","E"
"13014","E","E","B","B"
"13015","E","E","D","D"
"13016","E","E","B","B"
"13017","E","E","D","D"
"13018","E","E","D","D"
"13019","E","E","D","B"
"13020","E","E","D","D"
"13021","E","E","D","D"
"13022","E","E","C","B"
"13023","E","E","C","C"
"13024","E","E","E","E"
"13025","E","E","E","E"
"13026","E","E","E","E"
"13027","E","E","D","D"
"13028","E","E","D","D"
"13029","E","E","D","D"
"13030","E","E","D","D"
"13031","E","E","E","E"
"13032","E","E","E","E"
"13033","E","E","E","E"
"13034","E","E","E","E"
"13035","E","E","E","E"
"13036","E","E","E","D"
"13037","E","E","E","E"
"13038","E","E","E","E"
"13039","E","E","E","E"
"13040","E","E","E","E"
"13041","E","E","E","E"
"13042","E","E","E","E"
"13043","E","E","E","E"
"13044","E","E","E","E"
"13045","E","E","E","E"
"13046","E","E","E","E"
"13047","E","E","E","E"
"13048","E","E","E","E"
"13049","E","E","E","E"
"13050","E","E","B","B"
"13051","E","E","B","B"
"13052","E","E","E","E"
"13053","E","E","B","B"
"13054","E","E","B","B"
"13055","E","E","E","E"
"13056","E","E","E","E"
"13057","E","E","E","E"
"13058","E","E","E","E"
"13059","E","E","E","E"
"13060","E","E","E","E"
"13061","E","E","E","E"
"13062","E","E","D","D"
"13063","E","E","D","D"
"13064","E","E","D","D"
"13065","E","E","D","D"
"13066","E","E","D","D"
"13067","E","E","D","D"
"13068","E","E","E","D"
"13069","E","E","E","E"
"13070","E","E","E","E"
"13071","E","E","E","E"
"13072","E","E","E","E"
"13073","E","E","E","E"
"13074","E","E","E","E"
"13075","E","E","E","E"
"13076","E","E","E","E"
"13077","E","E","E","E"
"13078","E","E","B","B"
"13079","E","E","A","B"
"13080","E","E","B","B"
"13081","E","E","B","B"
"13082","E","E","A","B"
"13083","E","E","E","E"
"13084","E","E","E","E"
"13085","E","E","E","E"
"13086","E","E","E","E"
"13087","E","E","E","E"
"13088","E","E","E","E"
"13089","E","E","E","E"
"13090","E","E","E","E"
"13091","E","E","E","E"
"13092","E","E","E","E"
"13093","E","E","B","B"
"13094","E","E","E","E"
"13095","E","E","E","E"
"13096","E","E","E","E"
"13097","E","E","E","E"
"13098","E","E","E","E"
"13099","E","E","E","E"
"13100","E","E","E","E"
"13101","E","E","E","E"
"13102","E","E","E","E"
"13103","E","E","E","E"
"13104","E","E","E","E"
"13105","E","E","E","E"
"13106","E","E","E","E"
"13107","E","E","E","E"
"13108","E","E","E","E"
"13109","E","E","B","E"
"13110","E","E","B","D"
"13111","E","E","D","D"
"13112","E","E","D","D"
"13113","E","E","B","B"
"13114","E","E","B","B"
"13115","E","E","B","B"
"13116","E","E","B","B"
"13117","E","E","B","B"
"13118","E","E","B","B"
"13119","E","E","B","B"
"13120","E","E","B","B"
"13121","E","E","B","B"
"13122","E","E","B","B"
"13123","E","E","E","E"
"13124","E","E","B","B"
"13125","E","E","B","B"
"13126","E","E","B","B"
"13127","E","E","B","B"
"13128","E","E","B","B"
"13129","E","E","B","B"
"13130","E","E","B","B"
"13131","E","E","B","B"
"13132","E","E","D","B"
"13133","E","E","B","B"
"13134","E","E","B","B"
"13135","E","E","B","B"
"13136","E","E","B","B"
"13137","E","E","E","E"
"13138","E","E","E","E"
"13139","E","E","E","E"
"13140","E","E","E","E"
"13141","E","E","E","E"
"13142","E","E","E","E"
"13143","E","E","E","E"
"13144","E","E","E","E"
"13145","E","E","E","E"
"13146","E","E","E","E"
"13147","E","E","B","B"
"13148","E","E","E","E"
"13149","E","E","E","E"
"13150","E","E","E","E"
"13151","E","E","E","E"
"13152","E","E","B","B"
"13153","E","E","E","E"
"13154","E","E","B","E"
"13155","E","E","E","E"
"13156","E","E","B","B"
"13157","E","E","B","B"
"13158","E","E","E","E"
"13159","E","E","E","E"
"13160","E","E","E","E"
"13161","E","E","E","E"
"13162","E","E","B","D"
"13163","E","E","B","D"
"13164","E","E","E","E"
"13165","E","E","B","B"
"13166","E","E","B","B"
"13167","E","E","B","B"
"13168","E","E","B","B"
"13169","E","E","B","B"
"13170","E","E","B","B"
"13171","E","E","B","B"
"13172","E","E","B","B"
"13173","E","E","B","B"
"13174","E","E","B","B"
"13175","E","B","B","B"
"13176","E","E","B","B"
"13177","E","E","B","B"
"13178","E","E","E","E"
"13179","E","E","E","E"
"13180","E","E","E","E"
"13181","E","E","B","B"
"13182","E","E","B","B"
"13183","E","E","E","B"
"13184","E","E","E","E"
"13185","E","E","E","E"
"13186","E","E","E","E"
"13187","E","E","E","E"
"13188","E","E","E","E"
"13189","E","E","E","B"
"13190","E","E","E","E"
"13191","E","E","E","E"
"13192","E","E","E","E"
"13193","E","E","E","E"
"13194","E","E","B","E"
"13195","E","E","E","E"
"13196","E","E","E","E"
"13197","E","E","B","B"
"13198","E","E","E","E"
"13199","E","E","E","B"
"13200","E","E","E","E"
"13201","E","E","E","E"
"13202","E","E","E","E"
"13203","E","E","E","D"
"13204","E","E","B","B"
"13205","E","E","B","B"
"13206","E","E","B","B"
"13207","E","E","E","E"
"13208","E","E","E","E"
"13209","E","E","E","E"
"13210","E","E","E","E"
"13211","E","E","E","E"
"13212","E","E","E","E"
"13213","E","E","E","E"
"13214","E","E","E","E"
"13215","E","E","E","E"
"13216","E","E","E","E"
"13217","E","E","E","E"
"13218","E","E","E","E"
"13219","E","E","E","E"
"13220","E","E","E","E"
"13221","E","E","E","E"
"13222","E","E","E","E"
"13223","E","E","E","E"
"13224","E","E","E","E"
"13225","E","E","E","E"
"13226","E","E","E","E"
"13227","E","E","E","E"
"13228","E","E","E","E"
"13229","E","E","E","E"
"13230","E","E","E","E"
"13231","E","E","E","E"
"13232","E","E","E","E"
"13233","E","E","E","D"
"13234","E","E","E","E"
"13235","E","E","B","B"
"13236","E","E","B","B"
"13237","E","E","B","E"
"13238","E","E","B","E"
"13239","E","E","E","E"
"13240","E","E","B","D"
"13241","E","E","B","D"
"13242","E","E","B","A"
"13243","E","E","B","B"
"13244","E","E","E","E"
"13245","E","E","E","E"
"13246","E","E","E","E"
"13247","E","E","E","E"
"13248","E","E","E","E"
"13249","E","E","E","E"
"13250","E","E","E","E"
"13251","E","E","E","E"
"13252","E","E","E","E"
"13253","E","E","E","E"
"13254","E","E","E","E"
"13255","E","E","E","E"
"13256","E","E","E","E"
"13257","E","E","E","E"
"13258","E","E","E","E"
"13259","E","E","E","E"
"13260","E","E","E","E"
"13261","E","E","E","E"
"13262","E","E","E","E"
"13263","E","E","E","E"
"13264","E","E","E","E"
"13265","E","E","E","E"
"13266","E","E","E","E"
"13267","E","E","E","E"
"13268","E","E","E","E"
"13269","E","E","E","E"
"13270","E","E","E","E"
"13271","E","E","E","B"
"13272","E","E","E","B"
"13273","E","E","B","B"
"13274","E","E","B","E"
"13275","E","E","E","B"
"13276","E","E","B","D"
"13277","E","E","B","B"
"13278","E","E","D","D"
"13279","E","E","B","B"
"13280","E","E","D","D"
"13281","E","E","B","B"
"13282","E","E","B","B"
"13283","E","E","B","B"
"13284","E","E","E","E"
"13285","E","E","B","B"
"13286","E","E","B","B"
"13287","E","E","B","B"
"13288","E","E","B","B"
"13289","E","E","E","E"
"13290","E","E","B","B"
"13291","E","E","B","B"
"13292","E","E","B","B"
"13293","E","E","B","B"
"13294","E","E","B","B"
"13295","E","E","E","E"
"13296","E","E","E","E"
"13297","E","E","E","E"
"13298","E","E","E","E"
"13299","E","E","E","E"
"13300","E","E","E","E"
"13301","E","E","E","E"
"13302","E","E","E","E"
"13303","E","E","E","E"
"13304","E","E","E","E"
"13305","E","E","E","E"
"13306","E","E","E","E"
"13307","E","E","E","E"
"13308","E","E","E","E"
"13309","E","E","E","E"
"13310","E","E","E","E"
"13311","E","E","E","E"
"13312","E","E","E","D"
"13313","E","E","E","E"
"13314","E","E","E","E"
"13315","E","E","B","B"
"13316","E","E","E","B"
"13317","E","E","E","E"
"13318","E","E","E","E"
"13319","E","E","B","B"
"13320","E","E","B","B"
"13321","E","E","B","B"
"13322","E","E","B","B"
"13323","E","E","B","B"
"13324","E","E","B","B"
"13325","E","E","B","B"
"13326","E","E","B","B"
"13327","E","E","B","B"
"13328","E","E","B","B"
"13329","E","E","B","B"
"13330","E","E","B","B"
"13331","E","E","B","B"
"13332","E","E","B","B"
"13333","E","E","B","B"
"13334","E","E","B","E"
"13335","E","E","B","B"
"13336","E","E","B","B"
"13337","E","E","B","B"
"13338","E","E","A","D"
"13339","E","E","C","C"
"13340","E","E","C","C"
"13341","E","E","A","B"
"13342","E","E","E","E"
"13343","E","E","E","E"
"13344","E","E","E","E"
"13345","E","E","E","E"
"13346","E","E","E","E"
"13347","E","E","C","C"
"13348","E","E","B","B"
"13349","E","E","B","E"
"13350","E","E","B","B"
"13351","E","E","B","B"
"13352","E","E","B","B"
"13353","E","B","B","B"
"13354","E","E","B","B"
"13355","E","E","B","B"
"13356","E","C","A","A"
"13357","E","E","C","C"
"13358","E","E","B","C"
"13359","E","E","B","C"
"13360","E","C","C","C"
"13361","E","C","C","C"
"13362","E","E","C","C"
"13363","E","E","C","C"
"13364","E","C","C","C"
"13365","E","C","C","C"
"13366","E","C","C","C"
"13367","E","C","C","C"
"13368","E","E","C","C"
"13369","E","B","C","C"
"13370","E","B","C","C"
"13371","E","E","C","C"
"13372","E","E","C","C"
"13373","E","E","C","C"
"13374","E","E","C","C"
"13375","E","E","A","A"
"13376","E","E","C","C"
"13377","E","E","A","A"
"13378","E","E","A","A"
"13379","E","E","A","A"
"13380","E","E","A","A"
"13381","E","E","A","A"
"13382","E","E","A","A"
"13383","E","E","B","B"
"13384","E","E","B","B"
"13385","E","E","B","B"
"13386","E","E","B","B"
"13387","E","E","E","E"
"13388","E","E","B","B"
"13389","E","E","B","B"
"13390","E","E","B","B"
"13391","E","E","B","B"
"13392","E","E","B","B"
"13393","E","E","A","A"
"13394","E","E","C","B"
"13395","E","E","B","B"
"13396","E","D","D","D"
"13397","E","C","D","D"
"13398","E","B","D","E"
"13399","E","E","D","D"
"13400","E","E","D","D"
"13401","E","E","D","D"
"13402","E","E","D","A"
"13403","E","E","D","D"
"13404","E","E","E","D"
"13405","E","E","E","D"
"13406","E","E","E","D"
"13407","E","E","E","D"
"13408","E","E","E","E"
"13409","E","E","E","E"
"13410","E","E","E","E"
"13411","E","E","E","E"
"13412","E","E","E","E"
"13413","E","E","E","E"
"13414","E","E","B","E"
"13415","E","E","E","E"
"13416","E","E","E","E"
"13417","E","E","E","E"
"13418","E","E","E","E"
"13419","E","E","E","E"
"13420","E","E","E","E"
"13421","E","E","B","B"
"13422","E","E","B","B"
"13423","E","E","B","B"
"13424","E","E","B","B"
"13425","E","E","B","B"
"13426","E","E","B","B"
"13427","E","E","B","B"
"13428","E","E","A","A"
"13429","E","E","D","D"
"13430","E","E","E","E"
"13431","E","E","E","D"
"13432","E","E","E","E"
"13433","E","E","E","E"
"13434","E","E","E","E"
"13435","E","E","E","E"
"13436","E","E","E","E"
"13437","E","E","E","E"
"13438","E","E","E","E"
"13439","E","E","E","E"
"13440","E","E","E","E"
"13441","E","E","C","C"
"13442","E","E","E","E"
"13443","E","E","E","E"
"13444","E","E","E","E"
"13445","E","E","E","E"
"13446","E","E","E","E"
"13447","E","E","E","E"
"13448","E","E","E","E"
"13449","E","E","E","E"
"13450","E","E","E","E"
"13451","E","E","E","E"
"13452","E","E","E","E"
"13453","E","E","E","E"
"13454","E","E","B","B"
"13455","E","E","E","E"
"13456","E","E","E","E"
"13457","E","E","E","E"
"13458","E","E","E","E"
"13459","E","E","E","E"
"13460","E","E","A","A"
"13461","E","E","E","E"
"13462","E","E","E","E"
"13463","E","E","E","E"
"13464","E","E","E","E"
"13465","E","E","E","E"
"13466","E","E","E","E"
"13467","E","E","E","E"
"13468","E","E","E","E"
"13469","E","E","E","E"
"13470","E","E","E","E"
"13471","E","E","E","A"
"13472","E","E","E","E"
"13473","E","E","A","A"
"13474","E","E","A","A"
"13475","E","E","A","A"
"13476","E","E","A","A"
"13477","E","E","E","E"
"13478","E","E","E","E"
"13479","E","E","E","E"
"13480","E","E","E","E"
"13481","E","E","E","E"
"13482","E","E","E","E"
"13483","E","E","E","E"
"13484","E","E","E","E"
"13485","E","E","E","E"
"13486","E","E","E","E"
"13487","E","E","E","E"
"13488","E","E","E","E"
"13489","E","E","A","A"
"13490","E","E","E","E"
"13491","E","E","E","E"
"13492","E","E","E","E"
"13493","E","E","E","E"
"13494","E","E","E","E"
"13495","E","E","E","E"
"13496","E","E","E","E"
"13497","E","E","E","B"
"13498","E","E","B","B"
"13499","E","E","A","A"
"13500","E","B","E","E"
"13501","E","E","E","E"
"13502","E","E","E","E"
"13503","E","B","E","E"
"13504","E","E","E","E"
"13505","E","D","D","D"
"13506","E","D","D","D"
"13507","E","D","D","D"
"13508","E","D","D","D"
"13509","E","E","D","D"
"13510","E","E","D","D"
"13511","E","E","D","D"
"13512","E","E","D","D"
"13513","E","E","D","D"
"13514","E","E","D","D"
"13515","E","E","E","E"
"13516","E","E","D","D"
"13517","E","E","D","D"
"13518","E","E","E","E"
"13519","E","E","E","E"
"13520","E","E","D","D"
"13521","E","E","E","E"
"13522","E","E","E","E"
"13523","E","E","E","D"
"13524","E","E","E","D"
"13525","E","E","E","E"
"13526","E","E","E","E"
"13527","E","E","E","E"
"13528","E","E","E","E"
"13529","E","E","E","E"
"13530","E","E","E","D"
"13531","E","E","E","E"
"13532","E","E","E","D"
"13533","E","E","E","D"
"13534","E","E","E","E"
"13535","E","E","E","E"
"13536","E","E","E","E"
"13537","E","E","D","E"
"13538","E","E","D","E"
"13539","E","E","D","D"
"13540","E","E","D","D"
"13541","E","E","D","E"
"13542","E","E","D","D"
"13543","E","D","D","E"
"13544","E","E","D","E"
"13545","E","E","D","E"
"13546","E","E","D","E"
"13547","E","E","D","D"
"13548","E","D","D","E"
"13549","E","E","D","E"
"13550","E","D","D","E"
"13551","E","E","D","E"
"13552","E","E","D","E"
"13553","E","E","D","E"
"13554","E","E","E","E"
"13555","E","E","D","E"
"13556","E","E","D","D"
"13557","E","E","E","E"
"13558","E","E","E","E"
"13559","E","E","E","E"
"13560","E","E","E","E"
"13561","E","E","E","E"
"13562","E","E","E","E"
"13563","E","E","E","E"
"13564","E","E","E","E"
"13565","E","E","E","E"
"13566","E","E","E","E"
"13567","E","E","E","E"
"13568","E","E","E","E"
"13569","E","E","E","E"
"13570","E","E","E","E"
"13571","E","E","E","E"
"13572","E","E","E","E"
"13573","E","E","E","E"
"13574","E","E","E","E"
"13575","E","E","E","E"
"13576","E","E","E","E"
"13577","E","E","E","E"
"13578","E","E","E","E"
"13579","E","E","E","E"
"13580","E","E","E","E"
"13581","E","E","E","E"
"13582","E","E","E","E"
"13583","E","E","E","E"
"13584","E","E","E","E"
"13585","E","E","E","E"
"13586","E","E","E","E"
"13587","E","E","E","E"
"13588","E","E","E","E"
"13589","E","E","E","E"
"13590","E","E","D","E"
"13591","E","E","E","E"
"13592","E","E","C","C"
"13593","E","E","C","E"
"13594","E","E","C","C"
"13595","E","E","C","C"
"13596","E","E","C","A"
"13597","E","E","C","E"
"13598","E","E","C","A"
"13599","E","E","C","E"
"13600","E","E","C","E"
"13601","E","E","C","E"
"13602","E","E","C","E"
"13603","E","E","C","A"
"13604","E","E","E","E"
"13605","E","E","E","E"
"13606","E","E","E","E"
"13607","E","E","E","E"
"13608","E","E","E","E"
"13609","E","E","E","E"
"13610","E","E","E","E"
"13611","E","E","E","E"
"13612","E","E","E","E"
"13613","E","E","E","E"
"13614","E","E","E","E"
"13615","E","E","E","E"
"13616","E","E","E","E"
"13617","E","E","E","E"
"13618","E","E","E","E"
"13619","E","E","E","E"
"13620","E","E","E","E"
"13621","E","E","E","E"
"13622","E","E","E","E"
"13623","E","E","E","E"
"13624","E","E","E","E"
"13625","E","E","E","E"
"13626","E","E","E","E"
"13627","E","E","E","E"
"13628","E","E","E","E"
"13629","E","E","E","E"
"13630","E","E","E","E"
"13631","E","E","E","E"
"13632","E","E","E","E"
"13633","E","E","E","E"
"13634","E","E","E","E"
"13635","E","E","E","E"
"13636","E","E","E","E"
"13637","E","E","E","E"
"13638","E","E","E","E"
"13639","E","E","E","E"
"13640","E","E","E","E"
"13641","E","E","E","E"
"13642","E","E","E","E"
"13643","E","E","C","A"
"13644","E","E","E","E"
"13645","E","E","E","E"
"13646","E","E","E","E"
"13647","E","E","E","A"
"13648","E","E","E","A"
"13649","E","E","E","E"
"13650","E","E","A","A"
"13651","E","E","E","A"
"13652","E","E","E","E"
"13653","E","E","E","E"
"13654","E","E","E","E"
"13655","E","E","E","E"
"13656","E","E","E","E"
"13657","E","E","E","E"
"13658","E","E","E","E"
"13659","E","E","E","E"
"13660","E","E","E","E"
"13661","E","E","E","E"
"13662","E","E","E","E"
"13663","E","E","E","E"
"13664","E","E","E","E"
"13665","E","E","E","E"
"13666","E","E","E","E"
"13667","E","E","E","E"
"13668","E","E","E","E"
"13669","E","E","E","E"
"13670","E","E","E","E"
"13671","E","E","E","E"
"13672","E","E","E","E"
"13673","E","E","E","E"
"13674","E","E","E","E"
"13675","E","E","E","E"
"13676","E","E","E","E"
"13677","E","E","E","E"
"13678","E","E","E","E"
"13679","E","E","E","E"
"13680","E","E","E","E"
"13681","E","E","E","E"
"13682","E","E","E","E"
"13683","E","E","E","E"
"13684","E","E","E","E"
"13685","E","E","E","E"
"13686","E","E","E","E"
"13687","E","E","E","E"
"13688","E","E","E","E"
"13689","E","E","E","E"
"13690","E","E","E","E"
"13691","E","E","E","E"
"13692","E","E","E","E"
"13693","E","E","E","E"
"13694","E","E","E","E"
"13695","E","E","E","E"
"13696","E","E","E","E"
"13697","E","E","E","E"
"13698","E","E","E","E"
"13699","E","E","E","E"
"13700","E","E","C","A"
"13701","E","E","C","A"
"13702","E","E","C","E"
"13703","E","E","C","A"
"13704","E","E","C","A"
"13705","E","E","C","A"
"13706","E","E","C","A"
"13707","E","E","C","A"
"13708","E","E","C","E"
"13709","E","E","E","E"
"13710","E","E","E","A"
"13711","E","E","A","A"
"13712","E","E","E","E"
"13713","E","E","E","E"
"13714","E","E","E","E"
"13715","E","E","E","E"
"13716","E","E","E","E"
"13717","E","E","E","E"
"13718","E","E","E","E"
"13719","E","E","E","E"
"13720","E","E","E","E"
"13721","E","E","E","E"
"13722","E","E","E","E"
"13723","E","E","E","E"
"13724","E","E","E","E"
"13725","E","E","E","E"
"13726","E","E","E","E"
"13727","E","E","E","E"
"13728","E","E","E","E"
"13729","E","E","E","E"
"13730","E","E","E","E"
"13731","E","E","E","E"
"13732","E","E","E","E"
"13733","E","E","E","E"
"13734","E","E","E","E"
"13735","E","E","E","E"
"13736","E","E","E","E"
"13737","E","E","E","E"
"13738","E","E","E","E"
"13739","E","E","E","E"
"13740","E","E","E","E"
"13741","E","E","E","E"
"13742","E","E","E","E"
"13743","E","E","E","E"
"13744","E","E","E","E"
"13745","E","E","E","E"
"13746","E","E","E","E"
"13747","E","E","D","D"
"13748","E","E","D","E"
"13749","E","E","D","E"
"13750","E","D","D","E"
"13751","E","E","E","E"
"13752","E","E","E","E"
"13753","E","E","E","E"
"13754","E","E","E","E"
"13755","E","E","E","E"
"13756","E","E","E","E"
"13757","E","E","E","E"
"13758","E","E","E","E"
"13759","E","E","E","E"
"13760","E","E","E","E"
"13761","E","E","E","E"
"13762","E","E","E","E"
"13763","E","E","E","E"
"13764","E","E","E","E"
"13765","E","E","E","E"
"13766","E","E","E","E"
"13767","E","E","E","E"
"13768","E","E","E","E"
"13769","E","E","E","E"
"13770","E","E","E","E"
"13771","E","E","E","E"
"13772","E","E","E","E"
"13773","E","E","E","E"
"13774","E","E","E","E"
"13775","E","E","E","E"
"13776","E","E","E","E"
"13777","E","E","E","E"
"13778","E","E","E","E"
"13779","E","E","E","D"
"13780","E","E","E","E"
"13781","E","E","E","E"
"13782","E","E","E","E"
"13783","E","E","E","E"
"13784","E","E","E","E"
"13785","E","E","E","E"
"13786","E","E","E","E"
"13787","E","E","E","E"
"13788","E","E","E","E"
"13789","E","E","E","E"
"13790","E","E","E","E"
"13791","E","E","E","E"
"13792","E","E","E","E"
"13793","E","E","E","E"
"13794","E","E","E","E"
"13795","E","E","E","E"
"13796","E","E","E","E"
"13797","E","E","E","E"
"13798","E","E","E","E"
"13799","E","E","E","E"
"13800","E","E","E","E"
"13801","E","E","D","E"
"13802","E","E","D","E"
"13803","E","E","D","D"
"13804","E","E","D","B"
"13805","E","E","D","D"
"13806","E","E","D","A"
"13807","E","E","D","E"
"13808","E","E","B","B"
"13809","E","E","B","B"
"13810","E","E","B","B"
"13811","E","E","B","B"
"13812","E","E","B","B"
"13813","E","E","E","E"
"13814","E","E","E","E"
"13815","E","E","E","E"
"13816","E","E","B","B"
"13817","E","E","B","E"
"13818","E","E","E","E"
"13819","E","E","E","E"
"13820","E","E","E","E"
"13821","E","E","E","E"
"13822","E","E","E","E"
"13823","E","E","E","E"
"13824","E","E","E","E"
"13825","E","E","E","E"
